fname,dialogue,summary,topic
train_1736_aug,"#Person1#: 도와드릴까요?#Person2#: 이 수표에 있어요.#Person1#: 어떤?#Person2#: 제가 $ 100짜리 수표를 썼는데 났어요.#Person1#: 예금 계좌에 충분한 금액이 있나요?#Person2#: 있는 알았어요.#Person1#: 잠깐만 기다리시면 확인해.#Person2#: 네,.#Person1#: 당좌 계좌에 $ 57밖에 있지 않네요.#Person2#: 그럴 리가.#Person1#: 죄송하지만 기록에 그렇게 나와요.#Person2#: 알겠어요. 감사합니다. 하루 되세요.","#Person1#은 #Person2#에게 #Person2#의 수표가 부도난 이유가 계좌에 충분한 잔액이 남아 있지 않기 때문이라고 설명합니다. #Person2#는 그렇지 않다고 믿었으나, 이는 사실이 아니었습니다.",수표 문제
train_1737_aug,"#Person1#: 안녕하세요, 저는 Monica입니다. 혹시 재무부서 매니저인 Mr. White인가요? 저는 재무부서에서 일해요.#Person2#: , 맞아요. 만나서 반가워요, Monica. 환영합니다!#Person1#: 감사합니다. 제 사무실이 있어서 정말 기뻐요. 이런 건 처음이라 정말.#Person2#: 이 회사에는 그것보다 더 것들이 많아요. 곧 알게 되실 거예요.#Person1#: 정말요? 어떤 것들이?#Person2#: , 분명 좋아하실 겁니다. 도움이 필요하면 언제든지 저한테 물어보세요. 제 사무실은 옆방에. 내선 508로도 연락할 수 있습니다.#Person1#: 친절하시네요. 감사합니다.",Monica는 신입사원입니다. 그녀의 매니저인 Mr. White는 그녀를 환영하며 언제든 도와줄 준비가 되어 있습니다.,신입사원 환영
train_1738_aug,"#Person1#: 너 유럽 여행 간다니 신나겠다. 언제 출발해?#Person2#: 이제 3주밖에 안 남았어. 진짜 기대돼. 하지만 출발하기 전에 해야 할 일이 좀.#Person1#: 어떤?#Person2#: 여권 해야 하고, 여행사 가서 비행기 표도 사야 하고, 내가 없는 동안 아파트를 어떻게 처리할지도 해.#Person1#: 아파트 포기하려는 아니지?#Person2#: 당연히 아니지. 여기서 다른 아파트 찾기 힘들어. 하지만 빈 아파트에 세 월세 내는 것도 별로야.#Person1#: 그럴 줄. 아파트를 전대해 보는 건 어때?#Person2#: 그러고, 누구한테?#Person1#: 글쎄 … 생각 해볼게. 아, 딱 맞는 사람 생각났어. 내 옛 Jim Thomas가 이번 여름 6월부터 8월까지 여기서 연구하러 온대.#Person2#: 내가 정확히 그때 여행 거네. 집주인만 동의하면 정말 이상적이겠다.#Person1#: 그럼 내가 주말에 Jim하고 통화할 건데, 그때 한번 얘기해볼게.#Person2#: 고마워, Bill. 어떻게 알려줘. 그 돈이 정말 유용할 거야.","#Person2#는 약 3개월 동안 유럽으로 여행을 갈 예정이지만, 아파트 문제를 해결하지 못한 상태입니다. #Person1#은 #Person2#에게 아파트를 전대할 것을 제안하며, 동료를 추천합니다. #Person2#는 고마워합니다.",아파트 전대
train_1739_aug,"#Person1#: 아, 미쉘 안녕. 너를 만나고 싶었어. 잘 지냈어? 가족들은 지내고 있어?#Person2#: 안녕하세요, 캠벨 씨. 저는 잘 지내고 있고, 잘 지내요. 캠벨 씨는 어떻게 지내세요?#Person1#: 잘 지내고 있어. 아침에 네 보고서 받았어. 고마워. 오늘 컨퍼런스에 참석하니?#Person2#: 네, 오후 출발해요.#Person1#: 좋네, 그때 더 이야기할 수 있겠다. 이번 분기 수치들이 좋아 보여.#Person2#: , 저도 그렇게 생각해요.#Person1#: 난 컨퍼런스에서 광고 예산에 대해 논의하려고. TV 광고를 계속할 필요는 없다고 생각해.",캠벨 씨와 미쉘은 미쉘의 보고서와 광고 예산에 대해 논의하기 위해 컨퍼런스에 참석할 예정이다.,컨퍼런스 참석
train_1740_aug,"#Person1#: 그녀가 그 전했을 때 뭐라고 했어?#Person2#: 나는 그냥 말문이 막혔어. 나중에, 그녀에게 그 중요한 결정을 다시 한 번 잘 생각해 보라고 했어. 단칼에 마음이 생기지 않더라고.#Person1#: 하지만 단호하게 잘못된 거라고 했어.#Person2#: 어떻게 그렇게 할 수 있어? 따뜻함과 도움이 필요해.",#Person2#는 따뜻함과 도움이 필요한 소녀에게 #Person1#이 직설적으로 거부한 것에 동의하지 않습니다.,중요한 결정에 대한 논의
train_1741_aug,"#Person1#: 기분이 정말 좋아?#Person2#: , 지금 기분 최고야.#Person1#: 무슨 기쁜 일이?#Person2#: 사랑에 빠진 것 같아.#Person1#: 정말? 그 운 사람은 누구야?#Person2#: Jenny라고 해.#Person1#: 어떻게?#Person2#: 수학 수업에서 만났어. 선생님이 우리를 옆자리에.#Person1#: 그 애의 어떤 점이 좋아?#Person2#: 되게 웃겨서 항상 나를 해.#Person1#: 운명이 너희 둘을 만나게 한 같네.#Person2#: 뭐가 우리를 만나게 했든, 정말 행복해.",#Person2#는 #Person1#에게 수학 수업에서 옆자리에 앉은 Jenny와 사랑에 빠져 매우 행복하다고 말합니다.,사랑에 빠짐
train_1742_aug,"#Person1#: 좋은 소식이.#Person2#: ?#Person1#: 결혼한대.#Person2#: 정말? 누구야?#Person1#: 행운아 Tom이야.#Person2#: 아, 여자들한테 인기 그 사람? 언제 청혼했대?#Person1#: 지난주에 했대. 지난 월요일 Mrs. Whit의 파티에서 Jenny 보자마자 사랑에 하더라.#Person2#: 세상에! 낭만적이네! 결혼식은 언제야?#Person1#: 4일, 그것도 국경일에.#Person2#: 결혼식이야, 아니면 민간 결혼식이야?#Person1#: Jenny는 교회에서 했어.#Person2#: 들러리는 누구야?#Person1#: !#Person2#: 누구든 상관없겠지만, 아니야?#Person1#: 알다시피, Tom은 내 가장 친한 친구라서 나에게 신랑 들러리를.#Person2#: ?#Person1#: , 그랬어.","#Person1#은 #Person2#에게 Jenny와 Tom이 결혼한다고 말하고, #Person1#이 신랑 들러리로 참여한다고 설명합니다.",결혼 소식
train_1743_aug,#Person1#: 장이 여자의 남편이랑 놀아난다는 소문이 돌고 있어.#Person2#: 너 정말 가십쟁이구나! 근데 근거로 그렇게 생각하는 건데?#Person1#: 누가 봤다고.#Person2#: 난 못 믿겠어. 장은 정말 사람이잖아. 어떻게 그런 짓을 할 수 있어?#Person1#: 글쎄? 사람 겉모습만 보고 판단할 없잖아.#Person2#: 그럴 수도!,#Person1#이 #Person2#에게 소문을 전하지만 #Person2#는 믿지 않습니다.,소문
train_1744_aug,"#Person1#: 지금까지 이메일이 한 없다고? 벌써 12시인데, 믿을 수가 없어!#Person2#: ? 나도 그런 경험이 있어. 아무도 전화나 문자를 안 보내면 뭔가 빠진 것처럼 느껴지지.#Person1#: 맞아, 맞아. 문자 하나도 오면 정말 미칠 것 같아.#Person2#: 사실, 이건 ' 인포매니아 ' 나 ' 정보 ' 라는 일종의 중독이야.#Person1#: 중독? 이메일과 문자를 확인하는 게 중독이라고? 믿기 힘드네!#Person2#: 그래. 업무 중에 이메일을 자주 확인하는 하루 일과의 필수로 여기고 있지?#Person1#: .#Person2#: 언제든지 핸드폰을 다니면서 문자나 전화를 자주 확인하고 있잖아?#Person1#: 그치, 그래야 중요한 전화나 놓치지 않으니까.#Person2#: 컴퓨터를 쓸 때도 모든 메신저를 항상 켜두지?#Person1#: 응, MSN, QQ, Skype, Google Talk, Wangwang 전부 다, 친구나 가족과 언제든 연락할 수 있게.#Person2#: 이제 네가 정보 과부하에 확실히 중독되어 있다는 걸.",#Person2#는 #Person1#에게 #Person1#이 자주 메시지와 이메일을 확인하고 항상 핸드폰을 가지고 있기 때문에 '정보 과부하'라는 중독에 걸릴 수 있다고 지적합니다.,정보 과부하
train_1745_aug,"#Person1#: 저기요, 여기서 15분째 기다리고 있는데요. 3번 몇 분 간격으로 다니나요?#Person2#: 아, 20분마다 와요. 오실 때 막 지나갔나 보네요. 곧 거예요.#Person1#: 아, 그렇군요. 버스 시간표 계세요?#Person2#: 네, 있어요. 교통부에 버스 시간표랑 노선도를 받으실 수 있어요.#Person1#: , 그렇군요. 감사합니다.",#Person1#이 3번 버스를 놓쳤지만 #Person2#가 버스는 20분 간격으로 운행한다고 알려주며 곧 도착할 것이라고 말합니다. 또한 #Person2#는 교통부에서 버스 시간표를 받을 수 있다고 제안합니다.,버스 이용 안내
train_1746_aug,"#Person1#: 안녕하세요, 고객님. 찾으시는 있으신가요?#Person2#: 아뇨, 그냥 중이에요. 감사합니다.#Person1#: 여자친구나 선물 찾으세요?#Person2#: 아닙니다. 둘러보는 중이에요. 그래도 고마워요.#Person1#: 네, 필요하신 게 언제든 말씀하세요.#Person2#: 저기. 남성 신발 어디 있나요?#Person1#: 3층에 있어요. 내리셔서 왼쪽으로 가시면 됩니다.",#Person1#이 #Person2#에게 남성 신발 매장의 위치를 안내합니다.,신발 매장 안내
train_1747_aug,"#Person1#: 너무 배고파. 지금 먹으러 갈까, Rick?#Person2#: 그래. 어디로 갈래? 특별히 먹고 거 있어?#Person1#: 만두 어때? 만두 엄청 좋아하거든.#Person2#: 또 만두? 에이, , 이번엔 좀 새로운 거 먹어보자!#Person1#: 그럼, 뭐 거 있어?#Person2#: 핫팟 어때?#Person1#: 아, 그건 나한테 너무 매워. 지난번에 양고기 먹었을 때 안? 너무 매워서 눈물이 다 났잖아!#Person2#: 이번에는 ' 양양퐁 (Yuanyang pot) ' 을 한번 해보자. 매운 맛 아닌 국물로 수 있어.#Person1#: 좋지. 면도 있어? 맛있는 면도 좀 먹고 싶어.#Person2#: 응. 거기서 파는 칼국수가 가장 산시 요리 중 하나야.#Person1#: . 가자!#Person2#: 잠깐만. 스웨터 걸치고.",Amy와 Rick이 식사 메뉴에 대해 논의하다 양양퐁을 먹기로 결정합니다.,식사 메뉴 선택
train_1748_aug,"#Person1#: 아직도 네 하숙인 때문에 힘들어?#Person2#: 더 심각해지고 있어. 이제는 밥까지 다 먹어치우고 있거든. 얘기를 해봤는데 말귀를 알아들어. 집주인처럼 행동하는 건 괜찮은데, 어제는 깜짝 놀랐어. 안 입고 거실에 왔는데 그때 마침 손님이 와 있었어! 더 참을 수가 없었어.#Person1#: 레오, 너 진짜 말 돌리는 것 같아. 대학 네 친한 친구였다는 건 알지만, 이제는 정할 때가 된 것 같아.#Person2#: 맞아. 아마 오늘 밤에는 결판이 날 것 같아. 어떻게 되는지.","#Person2#가 #Person1#에게 집 하숙인이 점점 더 심각해진다고 하자, #Person1#은 #Person2#에게 하숙인과 규칙을 정하라고 제안한다.",불편한 하숙인 문제
train_1749_aug,"#Person1#: 오늘 일정이 어떻게 되죠, Miss Liu?#Person2#: , 오늘 아침 10시 15분에 사장님과 회의가 잡혀. 그런 다음 Mr. Clark과 점심 약속이 있고, 오후 3시에는 세미나 참석자들 앞에서 연설하셔야 합니다.#Person1#: 회의 준비됐나요?#Person2#: .",Miss Liu가 #Person1#에게 오늘의 일정을 안내합니다.,일정 관리
train_1750_aug,"#Person1#: 안녕하세요, 저희 가이드해 주실 있나요?#Person2#: , 물론이죠.#Person1#: 여기에 처음 와서 그런데, 일정 좀 짜주실 수 있을까요?#Person2#: 그럼요. 먼저 궁전에 가보시는 게 좋을 같아요.#Person1#: 궁전은 언제?",#Person2#는 #Person1#의 가이드로서 일정을 계획해 줍니다.,여행 가이드 요청
train_1751_aug,"#Person1#: 제가 도와드릴 게?#Person2#: 선물을 고르려고 하는데요.#Person1#: 생각해 둔 게 있으신가요?#Person2#: 아니요, 하지만 이 지역에서 전형적인 것을 사고.#Person1#: , 손으로 만든 제품이 있어요. 몇 가지 보여드릴게요.#Person2#: 꽤. 그런데 좀 비싼 것 같은데요.#Person1#: 정도로 생각하고 계셨어요?#Person2#: 백 이하로요.#Person1#: 아, 그럼 이게.#Person2#: 오! 완벽하네요. 할게요. 포장해 주시겠어요?#Person1#: 네. 기다려 주세요.",#Person1#은 #Person2#가 백 위안 이하로 선물을 고르는 데 도움을 줍니다.,선물 고르기
train_1752_aug,"#Person1#: 안경을 못 찾아서 아무것도 안 보여. 가지 좀 찾아줄 수 있어?#Person2#: 문제 없어. 찾고 있어?#Person1#: 내 노트북,?#Person2#: 응, 노트북은 의자 있어.#Person1#: 책은 어디?#Person2#: 어떤?#Person1#: .#Person2#: 테이블 아래에.#Person1#: 연필은 어디?#Person2#: 램프 연필이 있어.#Person1#: 저건 연필이 아니야..#Person2#: , 미안. 컵 뒤에 연필이 있어.#Person1#: 내? 그게 어디 있는지 알아?#Person2#: 벽과 사이에 있어.#Person1#: 내 어디 있어?#Person2#: TV 왼쪽에.#Person1#: 보여.#Person2#: 미안해, 내가 잘못 말했어. 오른쪽에 있어.#Person1#: .#Person2#: 아, 그리고 여기 안경 있어. 옆에 있었어.",#Person1#는 안경을 찾지 못해 아무것도 볼 수 없어서 #Person2#에게 여러 물건을 찾는 데 도움을 요청합니다. 결국 #Person2#가 #Person1#의 안경을 찾아줍니다.,물건 찾기
train_1753_aug,"#Person1#: 로션 고르는 거 좀 도와줄 수?#Person2#: , 기꺼이 도와드릴게요. 어떤 도움 필요하세요?#Person1#: 하이킹 중에 닿아서 계속 가려워서 미치겠어요.#Person2#: 테크네 있는데, 로션이나 크림으로 나와요.#Person1#: 중에 뭐가 더 효과가 좋아요?#Person2#: 더 오래 간다고 들었어요.#Person1#: 가려움에 도움이 만한 다른 약도 있나요?#Person2#: 항히스타민제를 드시면 많이 도움이 거예요.#Person1#: 옻나무 때문에 어떻게 해야 도와줘서 고마워요.#Person2#: 도와드릴 수 있어서 좋았어요. 언제든지 오세요.","#Person2#는 #Person1#에게 테크네 크림을 추천하고, 가려움을 완화할 수 있는 약으로 항히스타민제를 권장합니다.",피부 가려움 해결
train_1754_aug,"#Person1#: 콜라 뽑으려고 25센트짜리 두 개 기계에서 아무것도 안 나왔어요.#Person2#: 정말인가요? 확인해볼게요.#Person1#: 저는 이게 고장났다고.#Person2#: 그렇지 않습니다, 손님. 죄송하지만, 25센트 하나랑 10센트 하나만 넣으셨어요.","#Person2#는 #Person1#이 돈을 충분히 넣지 않았다고 설명하지만, #Person1#은 기계에 문제가 있다고 주장합니다.",자판기 문제
train_1755_aug,"#Person1#: 새로운 업무에 어떤 것들이 포함되나요?#Person2#: 주로 경영진과 일반 직원들 간의 문제를 해결하는 것이 주된 책임이에요.#Person1#: 해외 갈 기회도 가끔 있나요?#Person2#: 네, 기회가 있습니다.",#Person2#는 #Person1#에게 #Person1#의 새로운 업무 내용과 해외 출장 기회에 대해 설명합니다.,새로운 업무 설명
train_1756_aug,"#Person1#: 요즘 대학교 찾기는 잘 되고?#Person2#: 너무 아파. 뭘 하고 싶은지도 모르겠어.#Person1#: 음악 공부하고 싶지 않아? 쉽게 골라야 하는 거 아닌가?#Person2#: 그래야 하는데, 선택지가 너무 많아. 성적이 좋아서 선택할 수 있는 학교가 많은데 그.#Person1#: 알겠어. 도시냐 시골이냐, 학교냐 작은 학교냐, 공립이냐 사립이냐 같은 결정도 해야 하잖아.#Person2#: 맞아, 너도 이해하네. 부모님이 자꾸 대학 가라고 압박하셔. 두 분 모두 그 학교 나오셔서 좋은 교육이랑 좋은 규율을 동시에 가질 수 있다고 생각하시거든. 그리고 등록금도 싼 편이래.#Person1#: 그렇구나. 학교 상담 선생님하고 꼭 얘기해봐. 보통 좋은 조언을 해주시고 좋은 방향으로 주셔. 나한테도 좀 주셨는데 다음 주에 추천해 준 대학들 둘러보러 갈 거야.#Person2#: 정보 고마워. 너도 대학교 찾기 잘 되길.",#Person2#는 선택지가 많아 어떤 대학을 선택해야 할지 고민하고 있다. #Person1#은 #Person2#에게 학교 상담 교사와 상담하라고 제안한다.,대학교 선택 고민
train_1757_aug,"#Person1#: 여보세요, 피스.#Person2#: 안녕하세요, 베이징에서. 오늘부터 5일 동안 욕조 있는 더블룸을 예약하고 싶습니다.#Person1#: 잠시만요. 그 날짜에 이용 가능한 방이 있는지. .. 네, 괜찮습니다. 성함이 어떻게 되시나요?#Person2#: Smith입니다. J - O - H - N S - M - I - T - H.",John Smith 씨가 호텔에 전화하여 욕조가 있는 더블룸을 예약합니다.,호텔 방 예약
train_1758_aug,"#Person1#: , 무엇을 도와드릴까요?#Person2#: 안녕하세요. 저희 누나에게 상하이에, 000위안을 송금하고 싶어요.#Person1#: 이 작성해 주세요.#Person2#: 네. 수취인란에 이름을 적어야 하나요?#Person1#: 네, 이름이랑 주소를 해요.#Person2#: 네, 알겠습니다. 여기 있습니다. 이제?#Person1#: 확인해볼게요. , 맞습니다. 1, 000위안을 준비해주세요.#Person2#: 여기 있습니다. 어떻게 되나요?#Person1#: 수수료는 1% 입니다. 즉, 10위안이에요.#Person2#: 알겠습니다. 언제 도착하나요?#Person1#: 3일 내에 도착합니다.#Person2#: .","#Person1#은 #Person2#가 상하이에 있는 누나에게 1,000위안을 송금하는 과정을 도와줍니다.",송금
train_1759_aug,"#Person1#: 저기요, Central Park Street가 알려주실 수 있나요?#Person2#: 세 번째 신호에서 오른쪽으로 돌고 두 블록 정도 쭉.#Person1#: ?#Person2#: 아니요. 걸어서 안 걸려요.#Person1#: 아, 알겠어요. 정말.#Person2#: .",#Person1#은 #Person2#에게 Central Park Street로 가는 길을 묻고 안내받습니다.,길 안내
train_1760_aug,"#Person1#: 음, 모르겠어. 그 영화가 우리한테는 좀 폭력적인 것 같아.#Person2#: , 그렇지만 아주 유명해. 감독이 상도 받았대. 피터가 몇 달 전에 봤는데, 그 친구 말로는 폭력적이긴 하지만 아주 담담하게 표현됐대. 뭐랄까. 알지.?#Person1#: 알았어, 그럼. 좀 다를 것 같네.",#Person2#는 #Person1#에게 그 영화가 다소 폭력적이지만 유명하다고 설명하며 감독이 상을 받았다고 전한다. #Person1#은 이를 이해하고 동의한다.,영화 선택
train_1761_aug,"#Person1#: 프랑스어 수업은 어떻게?#Person2#: 음, 이제 안.#Person1#: 정말? 너 여름에 프랑스어 열심히 공부하기로 했다고 했잖아. 코스 등록한 거 아니었어?#Person2#: 맞아, 했었지. 근데 선생님이 1주일 만에 오지 말라고 하시고 남은 3주 분 환불해 주셨어.#Person1#: 왜 그런 거야? 그런 경우는 처음 들어봐. 선생님이랑 있었어?#Person2#: 아니야. 처음에는 잘 됐고 선생님도 나한테 만족해하셨거든. 근데 수업 규칙을 몇 번 어겨서 화를 내신 거야.#Person1#: 네가 잘못했네. 너무.#Person2#: 아마도. 왜 오지 말라고 하셨는지 이해가 안 돼. 그분은 진짜 친절하셨거든.#Person1#: 그냥.",#Person2#는 수업 규칙을 여러 번 어겨 프랑스어 수업에서 제외되었습니다. #Person1#은 #Person2#를 위로합니다.,프랑스어 수업 중단
train_1762_aug,"#Person1#: 켈리 씨 맞으시죠? 와 주셔서 정말 감사해요. 금요일 밤에 좋은 베이비시터를 구하는 게 않더라고요.#Person2#: 아이들을 보는 걸 좋아해서요, 그리고 좀 더 수입이 필요해서요. 그래서 이번 기회에 요금을 조금 올렸으면 하는데요.",#Person1#은 켈리 씨에게 금요일 밤에 베이비시터로 와 준 것에 대해 감사 인사를 전합니다. 켈리는 요금 인상에 대해 이야기합니다.,베이비시터 요금 인상 논의
train_1763_aug,"#Person1#: 여보세요? Mr. Lee와 수 있을까요?#Person2#: , Lee입니다.#Person1#: 오래된 Linda예요.#Person2#: , Linda 잘 지내셨어요? 전화해줘서 정말 반가워요.#Person1#: Mr. 당신이 우리 도시에 온다고 했는데, 지금 호텔에서 만나도 될까요?#Person2#: 잠시만요, 일정 좀 확인해볼게요. , 괜찮습니다.#Person1#: 좋아요. 30분 안에.#Person2#: 알겠습니다. 기다리고.#Person1#: , 깜빡했네요. 방 번호가 어떻게 되죠?#Person2#: 2층. 못 찾으면 전화하세요.#Person1#: . 나중에 봐요.",Linda는 Lee 씨를 만나기 위해 전화하여 호텔에서 보기로 약속했습니다.,친구와의 재회
train_1764_aug,"#Person1#: 안녕, Tim. 주말 전에 있어?#Person2#: 아니, 사실 우리 가족 각각 72시간 키트를 준비하려고 물품을 찾고.#Person1#: 72시간 키트? 뭐야?#Person2#: 이건 기본적으로 지진 같은 상황에서 3일 동안 생존할 수 있는 비상 물품을 모은 세트야.#Person1#: 지진? 지진 안 지 꽤 됐잖아.#Person2#: 맞아, 하지만 언제 올 모르니까 항상 대비하는 게 좋아. 지진만이 아니라 홍수, 허리케인, 눈보라, 정전, 화재 같은 상황도.#Person1#: 그래, 그럼 키트에는 무엇이 들어가?#Person2#: 동안 버틸 수 있는 음식과 물이 필요하고, 경우에 따라선 물 필터나 정화제도 준비해야 해. 또, 간편하면서 오래 보관 가능한 음식을 하고, 통조림 같은 건 가급적 피하는 게 좋아. 깡통따개가 없으면 난처하잖아. 에너지 바, 육포, 견과류, 건포도, 초콜릿 걸 추천해.#Person1#: 음식이 별로 맛은 없겠지만 생존을 위해서라면 어쩔 수.#Person2#: 사실, 맛있는 것도 있어. 간식으로는 캔디바 같은 것도 괜찮아. 쉼터를 결정해야 해.#Person1#: 호텔에 묵을 있으면 좋겠네.#Person2#: 그러면, 대부분 수많은 사람들과 함께 쉼터로 피신해야 할 수도 있어.#Person1#: 공간도 협소하고 위생도 안 좋을 것 같은데.#Person2#: 맞아, 긴급 침낭이나 작은 텐트는 항상 준비해 두는 게 좋아.#Person1#: .#Person2#: 그리고 손전등, 휴대용 라디오, 여분의 배터리, 작은 응급 키트, 같은 개인 물품도. 여벌 옷도 필요해.#Person1#: 돈은? 나는 없어.#Person2#: 맞아. 그러나 정전 때는 쓸모가 없지. 지폐와 동전을 준비하는 게 좋아.#Person1#: 가족이 떨어지면 어떻게 해?#Person2#: 그래서 준비해 두고, 사전에 만날 장소를 정해두면 좋아.#Person1#: 참 세세하네.#Person2#: 그게 다가 아니야. 날씨에 대비해 비옷, 재킷, 불을 켤 수 있는 도구도 챙겨야.#Person1#: 같은 거?#Person2#: 성냥은 물에 젖으면 쓰잖아. 돋보기, 고품질 라이터, 방수 성냥 같은 세 가지 불지피기 도구가 필요해.#Person1#: 와, 전혀 생각 못 했네. 어린 아이가 있으면 어떻게?#Person2#: 맞아, 애들 것까지. 대피소에 있으면 지루해할 테니까, 카드 게임이나, 크레용 같은 걸 챙겨야 해.#Person1#: 이렇게 보니 72시간 키트를 준비하는 정말 필요하구나.#Person2#: 맞아, 하지만 이런 준비를 잘 안 하더라고.","Tim은 #Person1#에게 비상 상황 대비를 위해 72시간 키트를 가족에게 준비하고 있다고 설명한다. 두 사람은 72시간 키트에 포함될 음식, 물, 쉼터, 불 지피기 도구, 어린이를 위한 용품 등을 논의하며, #Person1#은 72시간 키트의 중요성을 깨닫는다.",72시간 키트 준비
train_1765_aug,"#Person1#: 내 컴퓨터에 문제가 생긴 것.#Person2#: ? 무슨 문제야?#Person1#: 전원 버튼을 눌러도 컴퓨터가 않아.#Person2#: 아, 컴퓨터를 자주?#Person1#: 응, 이번엔 왜 되는지 모르겠어.#Person2#: 마. 영수증 있어?#Person1#: , 있어!#Person2#: 화요일에 네 가서 고쳐줄게. 괜찮아?#Person1#: 좋아, 2시쯤에 거지?#Person2#: 보자.",#Person1#은 #Person2#에게 자신의 컴퓨터를 수리해 달라고 요청합니다. #Person2#는 화요일에 방문해 수리할 예정입니다.,컴퓨터 문제 해결
train_1766_aug,"#Person1#: 있나요?#Person2#: , 이쪽으로 오세요.#Person1#: 오늘의 요리는 뭐예요?#Person2#: 저희는 뉴 잉글리시 추천해요.#Person1#: 그럼 큰 사이즈 하나에 수프 주세요.#Person2#: , 잠시만 기다려 주세요.","#Person1#이 식당에서 자리를 잡고, #Person2#의 추천으로 뉴 잉글리시 피자와 에그드롭 수프를 주문합니다.",피자 주문
train_1767_aug,"#Person1#: 안녕하세요, 손님. 도와드릴까요?#Person2#: , 치즈버거 하나랑 큰 사이즈의 감자튀김 주세요.#Person1#: 뭐 드릴까요?#Person2#: 중간 콜라 하나요.#Person1#: 이렇게 되겠어요?#Person2#: .#Person1#: 드실 건가요, 포장해드릴까요?#Person2#: 주세요.#Person1#: 4달러 25센트입니다. .. (손님이 5달러 건넵니다 ). .. 5달러 받았습니다. 거스름돈 드릴게요. 좋은 하루 되세요.","#Person1#은 #Person2#의 치즈버거, 감자튀김, 콜라 주문을 처리하고 포장 요청을 완료합니다.",음식 주문
train_1768_aug,"#Person1#: 안녕, Ann. 너 호주에 꽤 오래 있었잖아. 대해 좀 얘기해줄래?#Person2#: 호주에서 사는 정말 좋았어. 시드니 대학교에서 국제 학생으로 교육학을 공부했거든. 시드니에 살면서 언제든지 바다에 갈 수 있어서 정말 좋았어. 그리고 시드니는 밤 문화가. 클럽도 많고. 사람들이 아주 친절하고 느긋한 여러 국제적인 친구들을 만났어.#Person1#: 있었어?#Person2#: 거의 1년 있었어.#Person1#: .#Person2#: 호주에서 여행도 좀 했어. 동해안 쪽으로 올라가서 유산인 프레이저 섬에. 해변을 따라 뛰어다니는 딩고도 보고 바다에 상어도 봤어. 절벽을 오르고 열대 우림을 지나 했고. 북쪽으로 가면 더웠는데, 그래서 바다에서 수영도 하고 처음으로 다이빙도 해봤어. 면허는 없어서 좀 위험했지만 체험 다이빙에서 조개를 봤어. 그 안이 보라색 스펀지처럼 되어 있어서 만져봤는데 갑자기 조개가 꽉 닫혔어.#Person1#: 그래서 잃을 뻔했네?#Person2#: 그럴 뻔했지.#Person1#: 와, 운이 좋았네. 보통 물 들어가면 상어를 걱정하지 조개는 아니잖아.#Person2#: .#Person1#: 그럼 호주에 다시 갈 생각?#Person2#: 적어도 1년 정도는 다시 가서 살고 싶어. 시드니로 다시 가거나 아니면 멜버른으로 가볼 수도 있어. 그곳은 문화적으로 정말 흥미로운 도시거든. 박물관과 많고.","Ann은 #Person1#에게 호주에서의 1년간 경험을 이야기하며, 시드니에서 공부하고 호주의 여러 지역을 여행하며 다양한 활동을 했음을 설명한다. 그녀는 미래에 멜버른으로 다시 가서 1년 정도 머물고 싶다고 한다.",호주에서의 생활 경험
train_1769_aug,"#Person1#: 너 중국 했잖아, 싼 맥주 때문에.#Person2#: 맞아, 믿기 힘들 싸. 칼스버그가 1달러도 안 해.#Person1#: 왜 술을 마셔? , 술 마시면 뭐가 좋아?#Person2#: 그게.#Person1#: 에이, 맹목적으로 따라하는 게 없다는 걸 모르니.#Person2#: Mary, 그게 맹목적인 게 아니라, 내가 마시는 걸 즐기는 거야. 퇴근하고 나면 정말 피곤하잖아. 좀 쉬어야 해. TV 켜놓고 그냥 자면서 볼 수는. 퇴근 후 시간을 더 재미있게 보내야 한다고.#Person1#: 술?#Person2#: 술 마시는 그중 하나야. 친구들이랑 같이 모여서 재미있게 노는 거지. 술 마시면서, 더 마시면 더 얘기하게 되고. 그러면 정말 편안해져.#Person1#: 언제부터 마시기 시작했어?#Person2#: 오래됐어. 처음으로 바에 가서 여자 꼬시려고 했을 때, 제일 예쁜 여자가 마시고 앉아. 그래서 가서 ' 뭘 마실래? ' 고 물어봤다니까.#Person1#: ?#Person2#: 그러고 나서 얘기하고 연락처도. 있잖아, 뭐라고 해야 할지 모를 때는 그냥 술 마시면 돼.#Person1#: 그래서 매일 취해?","#Person2#은(는) Mary에게 술 마시는 것이 유행이라며 좋아한다고 하지만, Mary는 그것이 맹목적인 따름이라고 비판한다. #Person2#은(는) 술 마시는 것을 즐긴다고 말하며, 바에서 여자를 만난 경험을 이야기한다.",술 마시는 이유와 경험
train_1770_aug,"#Person1#: 안녕, Rosie. 다녀온 거 어땠어?#Person2#: 정말 좋았어. 뉴욕 날씨가 너무. 여름에는 대부분 시원한데, 여기 뉴델리는 너무 덥잖아.#Person1#: 내일 비 올지도.#Person2#: 그랬으면 좋겠어. 우리 삼촌은 런던에 사시는데, 거긴 날씨가 진짜.#Person1#: 맞아, 런던은 멋진.#Person2#: 오늘 쇼핑?#Person1#: 지금 밖은 해가 쨍쨍해서 못 갈 것 같아. 저녁에 좋으면 가보자.","#Person1#과 Rosie는 뉴욕, 뉴델리, 런던의 날씨에 대해 이야기하고 있습니다. 날씨에 따라 저녁에 쇼핑 계획이 있습니다.",도시의 날씨
